total_score	Grid_score	Transform_accept_ratio	angle_constraint	atom_pair_constraint	chainbreak	classic_grid_X	coordinate_constraint	dihedral_constraint	dslf_ca_dih	dslf_cs_ang	dslf_ss_dih	dslf_ss_dst	fa_atr	fa_dun	fa_elec	fa_pair	fa_rep	fa_sol	hbond_bb_sc	hbond_lr_bb	hbond_sc	hbond_sr_bb	if_X_angle_constraint	if_X_atom_pair_constraint	if_X_chainbreak	if_X_coordinate_constraint	if_X_dihedral_constraint	if_X_dslf_ca_dih	if_X_dslf_cs_ang	if_X_dslf_ss_dih	if_X_dslf_ss_dst	if_X_fa_atr	if_X_fa_dun	if_X_fa_elec	if_X_fa_pair	if_X_fa_rep	if_X_fa_sol	if_X_hbond_bb_sc	if_X_hbond_lr_bb	if_X_hbond_sc	if_X_hbond_sr_bb	if_X_omega	if_X_p_aa_pp	if_X_pro_close	if_X_ref	interface_delta_X	ligand_is_touching_X	omega	p_aa_pp	pro_close	ref	total_score_X	description	iter_id
-128.532	-50.000	0.212	0.000	0.000	0.000	-23.000	0.136	0.000	0.000	0.000	0.000	0.000	-675.735	220.776	-14.022	-10.283	197.094	289.575	-7.983	-40.552	-10.597	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.663	0.000	-0.038	0.000	0.268	2.955	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.478	1.000	2.675	7.576	4.271	-45.990	-23.000	Shc1-PTB_1OY2_0061_trka_0087	trka_7
-129.163	-56.000	0.328	0.000	0.000	0.000	-24.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.450	220.795	-14.011	-10.281	197.689	290.974	-9.071	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.839	0.000	-0.016	0.000	0.272	4.131	-1.088	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.540	1.000	2.706	7.614	4.274	-45.990	-24.000	Shc1-PTB_1OY2_0061_trka_0088	trka_7
-131.208	-53.000	0.298	0.000	0.000	0.000	-29.000	0.021	0.000	0.000	0.000	0.000	0.000	-678.247	220.598	-13.791	-10.281	197.841	288.509	-7.983	-40.370	-10.570	-45.504	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.721	0.000	0.218	0.000	0.503	1.690	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.310	1.000	2.680	7.606	4.274	-45.990	-29.000	Shc1-PTB_1OY2_0061_trka_0089	trka_7
-126.623	-24.000	0.794	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-671.611	220.795	-13.995	-10.281	197.418	286.843	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.706	7.614	4.274	-45.990	0.000	Shc1-PTB_1OY2_0061_trka_0090	trka_7
-127.452	-47.000	0.096	0.000	0.000	0.000	-58.000	6.850	0.000	0.000	0.000	0.000	0.000	-686.142	212.378	-15.260	-9.910	205.395	295.172	-8.005	-42.625	-11.064	-43.993	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-14.552	0.000	-1.949	0.000	1.264	8.239	-0.062	0.000	-0.235	0.000	0.000	0.000	0.000	0.000	-7.294	1.000	3.673	7.735	4.334	-45.990	-58.000	Shc1-PTB_1OY2_0061_trka_0091	trka_7
-131.100	-31.000	0.382	0.000	0.000	0.000	-33.000	0.000	0.000	0.000	0.000	0.000	0.000	-679.466	220.795	-14.071	-10.281	198.355	290.191	-7.983	-40.370	-11.399	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.826	0.000	-0.031	0.000	0.937	3.348	0.000	0.000	-0.829	0.000	0.000	0.000	0.000	0.000	-4.401	1.000	2.706	7.614	4.274	-45.990	-33.000	Shc1-PTB_1OY2_0061_trka_0092	trka_7
-130.261	-48.000	0.240	0.000	0.000	0.000	-26.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.356	220.795	-14.161	-10.281	198.321	288.214	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.716	0.000	-0.121	0.000	0.904	1.370	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.562	1.000	2.706	7.614	4.274	-45.990	-26.000	Shc1-PTB_1OY2_0061_trka_0093	trka_7
-127.392	-26.000	0.646	0.000	0.000	0.000	-10.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.150	220.795	-13.913	-10.281	197.419	287.531	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.510	0.000	0.128	0.000	0.002	0.688	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.693	1.000	2.706	7.614	4.274	-45.990	-10.000	Shc1-PTB_1OY2_0061_trka_0094	trka_7
-128.695	-41.000	0.258	0.000	0.000	0.000	-24.000	0.000	0.000	0.000	0.000	0.000	0.000	-676.380	220.795	-13.811	-10.281	197.959	288.815	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.769	0.000	0.184	0.000	0.542	1.972	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.071	1.000	2.706	7.614	4.274	-45.990	-24.000	Shc1-PTB_1OY2_0061_trka_0095	trka_7
-127.867	-56.000	0.308	0.000	0.000	0.000	-20.000	0.000	0.000	0.000	0.000	0.000	0.000	-676.670	221.101	-13.730	-10.660	199.198	287.454	-7.983	-40.370	-9.338	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.748	0.000	0.125	0.000	0.423	0.441	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.759	1.000	2.706	7.614	4.274	-45.990	-20.000	Shc1-PTB_1OY2_0061_trka_0096	trka_7
-131.791	-68.000	0.206	0.000	0.000	0.000	-29.000	0.102	0.000	0.000	0.000	0.000	0.000	-679.303	220.687	-14.453	-10.290	197.922	290.309	-7.983	-40.370	-11.622	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.476	0.000	-0.377	0.000	0.702	3.353	0.000	0.000	-1.164	0.000	0.000	0.000	0.000	0.000	-4.961	1.000	2.784	7.615	4.274	-45.990	-29.000	Shc1-PTB_1OY2_0061_trka_0097	trka_7
-127.771	-75.000	0.190	0.000	0.000	0.000	-21.000	0.174	0.000	0.000	0.000	0.000	0.000	-674.825	221.147	-14.670	-10.346	196.917	290.453	-8.569	-40.370	-10.601	-45.452	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.794	0.000	0.370	0.000	0.038	2.006	-0.122	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.501	1.000	2.504	7.585	4.274	-45.990	-21.000	Shc1-PTB_1OY2_0061_trka_0098	trka_7
458.678	-85.000	0.072	0.000	0.000	0.000	-156.000	167.837	0.000	0.000	0.000	0.000	0.000	-750.764	229.888	-11.748	-10.261	607.410	335.292	-9.256	-38.613	-10.592	-45.378	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-83.667	0.000	1.578	-1.252	150.670	50.386	-1.420	0.000	-2.441	0.000	0.000	0.000	0.000	0.000	113.854	1.000	29.102	7.477	4.274	-45.990	-156.000	Shc1-PTB_1OY2_0061_trka_0099	trka_7
-129.593	-62.000	0.262	0.000	0.000	0.000	-20.000	0.227	0.000	0.000	0.000	0.000	0.000	-675.416	220.799	-14.283	-10.287	196.789	287.853	-7.983	-40.343	-9.921	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.024	0.000	-0.173	0.000	0.440	1.073	0.000	0.000	-0.018	0.000	0.000	0.000	0.000	0.000	-2.701	1.000	2.624	7.539	4.274	-45.990	-20.000	Shc1-PTB_1OY2_0061_trka_0100	trka_7
-128.575	-105.000	0.064	0.000	0.000	0.000	-55.000	8.638	0.000	0.000	0.000	0.000	0.000	-688.827	214.726	-14.688	-10.539	197.731	296.522	-8.787	-41.379	-10.441	-45.517	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-13.321	0.000	-0.312	0.000	1.258	4.787	0.000	0.000	-0.831	0.000	0.000	0.000	0.000	0.000	-8.418	1.000	9.194	6.547	4.235	-45.990	-55.000	Shc1-PTB_1OY2_0061_trka_0101	trka_7
-136.520	-45.000	0.286	0.000	0.000	0.000	-35.000	1.578	0.000	0.000	0.000	0.000	0.000	-678.629	220.767	-14.029	-9.813	191.977	287.249	-7.943	-40.370	-10.570	-45.402	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.368	0.000	0.092	0.000	1.188	0.988	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.100	1.000	2.718	7.582	4.357	-45.990	-35.000	Shc1-PTB_1OY2_0061_trka_0102	trka_7
-133.412	-13.000	0.880	0.000	0.000	0.000	-29.000	0.000	0.000	0.000	0.000	0.000	0.000	-681.068	220.795	-14.207	-10.281	198.317	288.825	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.428	0.000	-0.167	0.000	0.900	1.982	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.713	1.000	2.706	7.614	4.274	-45.990	-29.000	Shc1-PTB_1OY2_0061_trka_0103	trka_7
-135.296	-61.000	0.230	0.000	0.000	0.000	-31.000	0.285	0.000	0.000	0.000	0.000	0.000	-681.554	220.803	-14.970	-10.228	197.071	290.419	-8.953	-40.370	-10.570	-45.825	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-10.135	0.000	-0.950	0.000	1.015	3.662	-0.958	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.365	1.000	2.739	7.464	4.383	-45.990	-31.000	Shc1-PTB_1OY2_0061_trka_0104	trka_7
-135.637	-57.000	0.180	0.000	0.000	0.000	-33.000	0.587	0.000	0.000	0.000	0.000	0.000	-678.937	220.598	-13.857	-10.292	194.527	288.342	-7.983	-40.814	-10.967	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-8.145	0.000	0.151	0.000	0.778	1.598	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.618	1.000	2.726	7.622	4.274	-45.990	-33.000	Shc1-PTB_1OY2_0061_trka_0105	trka_7
-123.529	-60.000	0.290	0.000	0.000	0.000	-26.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.911	222.825	-14.034	-10.251	198.913	290.008	-7.983	-40.370	-9.855	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.205	0.000	0.175	0.000	0.251	2.941	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.838	1.000	2.706	7.614	4.274	-45.990	-26.000	Shc1-PTB_1OY2_0061_trka_0106	trka_7
-137.397	-108.000	0.082	0.000	0.000	0.000	-64.000	0.618	0.000	0.000	0.000	0.000	0.000	-685.985	222.326	-15.031	-10.026	197.878	290.805	-8.565	-40.370	-11.469	-45.498	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-13.834	0.000	-0.718	0.000	1.112	4.658	-0.056	0.000	-0.125	0.000	0.000	0.000	0.000	0.000	-8.963	1.000	2.656	6.980	4.273	-45.990	-64.000	Shc1-PTB_1OY2_0061_trka_0107	trka_7
-145.419	-130.000	0.062	0.000	0.000	0.000	-34.000	1.834	0.000	0.000	0.000	0.000	0.000	-678.821	211.716	-15.643	-10.249	192.823	292.661	-9.220	-40.370	-11.640	-45.505	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.089	0.000	-0.814	0.000	0.234	3.858	-0.129	0.000	-0.078	0.000	0.000	0.000	0.000	0.000	-2.017	1.000	2.741	6.868	3.375	-45.990	-34.000	Shc1-PTB_1OY2_0061_trka_0108	trka_7
-133.903	-54.000	0.398	0.000	0.000	0.000	-33.000	0.000	0.000	0.000	0.000	0.000	0.000	-680.995	220.795	-15.139	-10.281	198.297	289.721	-8.491	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.354	0.000	-1.098	0.000	0.879	2.878	-0.508	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.204	1.000	2.706	7.614	4.274	-45.990	-33.000	Shc1-PTB_1OY2_0061_trka_0109	trka_7
-64.857	-100.000	0.070	0.000	0.000	0.000	-35.000	35.049	0.000	0.000	0.000	0.000	0.000	-682.285	220.596	-14.053	-10.804	227.285	291.195	-6.564	-40.779	-9.391	-45.529	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.624	0.000	-0.553	-0.103	0.564	4.770	0.000	0.000	-0.704	0.000	0.000	0.000	0.000	0.000	-3.650	1.000	3.814	8.326	4.274	-45.990	-35.000	Shc1-PTB_1OY2_0061_trka_0110	trka_7
-127.430	-35.000	0.620	0.000	0.000	0.000	-13.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.002	220.795	-14.070	-10.281	197.694	288.227	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.362	0.000	-0.029	0.000	0.276	1.384	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.731	1.000	2.706	7.614	4.274	-45.990	-13.000	Shc1-PTB_1OY2_0061_trka_0111	trka_7
-126.516	-59.000	0.250	0.000	0.000	0.000	-47.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.688	220.795	-13.784	-10.281	197.865	291.719	-7.983	-40.370	-9.919	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.007	0.000	0.248	0.000	0.332	4.876	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.552	1.000	2.706	7.614	4.274	-45.990	-47.000	Shc1-PTB_1OY2_0061_trka_0112	trka_7
-128.939	-42.000	0.320	0.000	0.000	0.000	-7.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.283	220.795	-14.015	-10.281	197.845	286.793	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.673	0.000	-0.020	0.000	0.427	-0.050	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.316	1.000	2.706	7.614	4.274	-45.990	-7.000	Shc1-PTB_1OY2_0061_trka_0113	trka_7
-130.946	-46.000	0.330	0.000	0.000	0.000	-27.000	0.000	0.000	0.000	0.000	0.000	0.000	-677.440	220.795	-14.650	-10.281	198.230	288.193	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.800	0.000	-0.609	0.000	0.812	1.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.247	1.000	2.706	7.614	4.274	-45.990	-27.000	Shc1-PTB_1OY2_0061_trka_0114	trka_7
-126.119	-65.000	0.270	0.000	0.000	0.000	-42.000	0.000	0.000	0.000	0.000	0.000	0.000	-679.569	220.272	-14.369	-10.286	202.161	291.467	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.636	0.000	-0.159	0.000	0.336	3.548	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.911	1.000	2.706	7.614	4.272	-45.990	-42.000	Shc1-PTB_1OY2_0061_trka_0115	trka_7
545.592	-61.000	0.030	0.000	0.000	0.000	-139.000	112.211	0.000	0.000	0.000	0.000	0.000	-745.777	234.559	-9.679	-12.139	763.159	324.717	-7.660	-43.571	-8.489	-46.557	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-75.673	0.000	2.956	0.000	114.711	39.856	-0.016	0.000	-0.142	0.000	0.000	0.000	0.000	0.000	81.692	1.000	20.015	6.518	4.274	-45.990	-139.000	Shc1-PTB_1OY2_0061_trka_0116	trka_7
-127.131	-70.000	0.180	0.000	0.000	0.000	-10.000	0.004	0.000	0.000	0.000	0.000	0.000	-672.541	220.797	-13.756	-10.281	197.399	287.316	-7.983	-40.591	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.943	0.000	0.229	0.000	0.000	0.481	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.233	1.000	2.690	7.598	4.249	-45.990	-10.000	Shc1-PTB_1OY2_0061_trka_0117	trka_7
-126.390	-46.000	0.324	0.000	0.000	0.000	-21.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.134	220.795	-13.285	-10.281	197.800	289.508	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.523	0.000	0.709	0.000	0.382	2.665	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.233	1.000	2.706	7.614	4.274	-45.990	-21.000	Shc1-PTB_1OY2_0061_trka_0118	trka_7
-131.960	-66.000	0.282	0.000	0.000	0.000	-30.000	0.695	0.000	0.000	0.000	0.000	0.000	-677.115	221.451	-14.084	-10.218	195.270	287.591	-7.994	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.044	0.000	0.010	0.000	0.796	0.769	-0.016	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.484	1.000	2.776	7.699	4.372	-45.990	-30.000	Shc1-PTB_1OY2_0061_trka_0119	trka_7
-130.608	-49.000	0.132	0.000	0.000	0.000	-68.000	9.913	0.000	0.000	0.000	0.000	0.000	-688.151	221.646	-17.692	-9.998	193.339	304.111	-9.955	-40.804	-12.853	-49.591	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-17.132	0.000	-2.080	0.000	1.232	13.303	-0.552	0.000	-0.084	0.000	0.000	0.000	0.000	0.000	-5.312	1.000	7.163	4.928	3.325	-45.990	-68.000	Shc1-PTB_1OY2_0061_trka_0120	trka_7
-129.713	-46.000	0.428	0.000	0.000	0.000	-11.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.835	220.795	-13.954	-10.281	197.898	286.456	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.224	0.000	0.041	0.000	0.480	-0.387	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.089	1.000	2.706	7.614	4.274	-45.990	-11.000	Shc1-PTB_1OY2_0061_trka_0121	trka_7
-128.864	-30.000	0.710	0.000	0.000	0.000	-15.000	0.000	0.000	0.000	0.000	0.000	0.000	-675.001	220.795	-13.974	-10.281	198.078	287.312	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-3.390	0.000	0.020	0.000	0.661	0.469	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.241	1.000	2.706	7.614	4.274	-45.990	-15.000	Shc1-PTB_1OY2_0061_trka_0122	trka_7
-127.629	-73.000	0.212	0.000	0.000	0.000	-22.000	0.583	0.000	0.000	0.000	0.000	0.000	-672.541	220.926	-14.060	-10.263	194.899	288.786	-7.983	-40.370	-10.570	-45.706	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.849	0.000	-0.074	0.000	0.000	2.209	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.287	1.000	2.757	7.626	4.280	-45.990	-22.000	Shc1-PTB_1OY2_0061_trka_0123	trka_7
-128.704	-46.000	0.316	0.000	0.000	0.000	-16.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.341	220.795	-14.022	-10.281	197.420	286.517	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.730	0.000	-0.028	0.000	0.003	-0.326	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.081	1.000	2.706	7.614	4.274	-45.990	-16.000	Shc1-PTB_1OY2_0061_trka_0124	trka_7
-126.249	-21.000	0.834	0.000	0.000	0.000	-10.000	0.000	0.000	0.000	0.000	0.000	0.000	-672.342	220.795	-13.838	-10.281	197.498	287.711	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.731	0.000	0.156	0.000	0.080	0.868	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.374	1.000	2.706	7.614	4.274	-45.990	-10.000	Shc1-PTB_1OY2_0061_trka_0125	trka_7
-116.627	-101.000	0.060	0.000	0.000	0.000	-52.000	1.222	0.000	0.000	0.000	0.000	0.000	-687.842	221.360	-14.756	-10.497	209.918	300.522	-7.824	-40.370	-11.160	-45.646	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-15.618	0.000	-0.170	0.000	0.898	12.878	-0.093	0.000	-1.035	0.000	0.000	0.000	0.000	0.000	-3.140	1.000	2.686	7.476	4.274	-45.990	-52.000	Shc1-PTB_1OY2_0061_trka_0126	trka_7
1429.488	-62.000	0.044	0.000	0.000	0.000	-146.000	508.998	0.000	0.000	0.000	0.000	0.000	-787.360	230.532	-14.587	-8.118	1194.758	354.480	-9.266	-30.747	-7.075	-46.350	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-107.978	0.000	-1.559	-0.145	757.229	61.644	-1.119	0.000	-0.023	0.000	0.000	0.000	0.000	0.000	708.050	1.000	78.091	7.848	4.274	-45.990	-146.000	Shc1-PTB_1OY2_0061_trka_0127	trka_7
-117.875	-107.000	0.078	0.000	0.000	0.000	-61.000	2.190	0.000	0.000	0.000	0.000	0.000	-685.143	218.939	-12.909	-10.263	211.834	295.387	-7.181	-42.525	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-15.133	0.000	0.044	0.000	1.236	7.742	-0.617	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.728	1.000	2.968	6.925	3.937	-45.990	-61.000	Shc1-PTB_1OY2_0061_trka_0128	trka_7
-130.482	-65.000	0.248	0.000	0.000	0.000	-49.000	0.358	0.000	0.000	0.000	0.000	0.000	-682.698	221.233	-13.028	-10.115	197.953	292.353	-7.983	-40.370	-10.570	-46.163	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-11.001	0.000	1.044	0.000	0.576	5.351	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.030	1.000	2.698	7.569	4.274	-45.990	-49.000	Shc1-PTB_1OY2_0061_trka_0129	trka_7
2038.031	-41.000	0.062	0.000	0.000	0.000	-108.000	663.605	0.000	0.000	0.000	0.000	0.000	-790.160	275.489	-9.216	-10.399	1559.370	386.623	-11.687	-32.360	-11.725	-38.643	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-135.843	0.000	0.137	-0.343	1228.188	104.407	-3.227	0.000	-1.129	0.000	0.000	0.000	0.000	0.000	1192.190	1.000	86.434	12.158	4.532	-45.990	-108.000	Shc1-PTB_1OY2_0061_trka_0130	trka_7
-132.825	-42.000	0.352	0.000	0.000	0.000	-25.000	0.000	0.000	0.000	0.000	0.000	0.000	-678.169	220.795	-14.056	-10.281	198.387	286.291	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.558	0.000	-0.062	0.000	0.970	-0.552	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-6.202	1.000	2.706	7.614	4.274	-45.990	-25.000	Shc1-PTB_1OY2_0061_trka_0131	trka_7
-130.005	-84.000	0.224	0.000	0.000	0.000	-35.000	0.191	0.000	0.000	0.000	0.000	0.000	-683.541	222.374	-14.167	-10.197	198.618	292.580	-8.090	-40.370	-10.570	-45.641	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-9.975	0.000	-0.140	0.193	0.900	4.460	-0.070	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.632	1.000	2.934	7.595	4.270	-45.990	-35.000	Shc1-PTB_1OY2_0061_trka_0132	trka_7
-128.767	-30.000	0.632	0.000	0.000	0.000	-9.000	0.000	0.000	0.000	0.000	0.000	0.000	-673.916	220.795	-13.725	-10.281	197.474	286.678	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.305	0.000	0.270	0.000	0.057	-0.165	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.143	1.000	2.706	7.614	4.274	-45.990	-9.000	Shc1-PTB_1OY2_0061_trka_0133	trka_7
-130.704	-65.000	0.172	0.000	0.000	0.000	-37.000	0.028	0.000	0.000	0.000	0.000	0.000	-678.804	220.757	-14.098	-10.281	197.999	289.524	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-7.179	0.000	-0.123	0.000	0.572	2.674	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-4.055	1.000	2.683	7.602	4.274	-45.990	-37.000	Shc1-PTB_1OY2_0061_trka_0134	trka_7
-127.122	-37.000	0.264	0.000	0.000	0.000	-15.000	0.000	0.000	0.000	0.000	0.000	0.000	-674.150	220.795	-14.065	-10.281	197.480	288.892	-7.983	-40.370	-10.570	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-2.539	0.000	-0.070	0.000	0.062	2.049	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-0.499	1.000	2.706	7.614	4.274	-45.990	-15.000	Shc1-PTB_1OY2_0061_trka_0135	trka_7
-127.464	-60.000	0.260	0.000	0.000	0.000	-34.000	0.301	0.000	0.000	0.000	0.000	0.000	-676.984	220.231	-14.086	-9.963	198.719	289.921	-8.021	-40.370	-10.453	-45.473	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-5.308	0.000	0.050	0.000	0.458	2.928	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.872	1.000	2.834	7.597	4.274	-45.990	-34.000	Shc1-PTB_1OY2_0061_trka_0136	trka_7
1005.497	-45.000	0.084	0.000	0.000	0.000	-113.000	304.162	0.000	0.000	0.000	0.000	0.000	-781.145	232.424	-15.551	-9.304	1022.679	350.973	-7.911	-42.218	-7.824	-47.395	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-95.639	0.000	-1.685	0.596	559.866	60.099	-0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	523.182	1.000	38.427	9.878	4.292	-45.990	-113.000	Shc1-PTB_1OY2_0061_trka_0137	trka_7
1053.320	-52.000	0.112	0.000	0.000	0.000	-138.000	492.652	0.000	0.000	0.000	0.000	0.000	-779.556	239.533	-9.971	-11.129	859.434	341.795	-9.147	-32.850	-10.807	-43.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-113.543	0.000	-0.719	0.000	526.774	53.709	-1.324	0.000	-0.353	0.000	0.000	0.000	0.000	0.000	464.545	1.000	45.018	13.149	4.274	-45.990	-138.000	Shc1-PTB_1OY2_0061_trka_0138	trka_7
